CMDLINE python main.py
MEM 46.125000 1569653835.8692
MEM 46.125000 1569653835.9729
MEM 46.125000 1569653836.0775
MEM 46.125000 1569653836.1822
MEM 46.125000 1569653836.2858
MEM 46.125000 1569653836.3890
MEM 46.125000 1569653836.4927
MEM 46.125000 1569653836.5968
MEM 46.125000 1569653836.7010
MEM 46.125000 1569653836.8042
MEM 46.125000 1569653836.9088
MEM 46.125000 1569653837.0130
MEM 46.125000 1569653837.1167
MEM 46.125000 1569653837.2208
MEM 46.125000 1569653837.3245
MEM 46.125000 1569653837.4296
MEM 46.125000 1569653837.5338
MEM 46.125000 1569653837.6369
MEM 46.125000 1569653837.7411
MEM 46.125000 1569653837.8457
MEM 46.125000 1569653837.9499
MEM 46.125000 1569653838.0536
MEM 46.125000 1569653838.1578
MEM 46.125000 1569653838.2624
MEM 46.125000 1569653838.3661
MEM 46.125000 1569653838.4697
MEM 46.125000 1569653838.5734
MEM 46.125000 1569653838.6770
MEM 46.125000 1569653838.7812
MEM 46.125000 1569653838.8849
MEM 46.125000 1569653838.9891
MEM 46.125000 1569653839.0927
MEM 46.125000 1569653839.1964
MEM 46.125000 1569653839.3010
MEM 46.125000 1569653839.4047
MEM 46.125000 1569653839.5084
MEM 46.125000 1569653839.6130
MEM 46.125000 1569653839.7172
MEM 46.125000 1569653839.8213
MEM 46.125000 1569653839.9255
MEM 46.125000 1569653840.0296
MEM 46.125000 1569653840.1338
MEM 46.125000 1569653840.2375
MEM 46.125000 1569653840.3421
MEM 46.125000 1569653840.4468
MEM 46.125000 1569653840.5514
MEM 46.125000 1569653840.6551
MEM 46.125000 1569653840.7588
MEM 46.125000 1569653840.8634
MEM 46.125000 1569653840.9676
MEM 46.125000 1569653841.0712
MEM 46.125000 1569653841.1744
MEM 46.125000 1569653841.2786
MEM 46.125000 1569653841.3822
MEM 46.125000 1569653841.4859
MEM 46.125000 1569653841.5901
MEM 46.125000 1569653841.6942
MEM 46.125000 1569653841.7979
MEM 46.125000 1569653841.9020
MEM 46.125000 1569653842.0052
MEM 46.125000 1569653842.1099
MEM 46.125000 1569653842.2140
MEM 46.125000 1569653842.3177
MEM 46.125000 1569653842.4214
MEM 46.125000 1569653842.5250
MEM 46.125000 1569653842.6302
MEM 46.125000 1569653842.7343
MEM 46.125000 1569653842.8380
MEM 46.125000 1569653842.9421
MEM 46.125000 1569653843.0463
MEM 46.125000 1569653843.1500
MEM 46.125000 1569653843.2531
MEM 46.125000 1569653843.3568
MEM 46.125000 1569653843.4615
MEM 46.125000 1569653843.5656
MEM 46.125000 1569653843.6693
MEM 46.125000 1569653843.7729
MEM 46.125000 1569653843.8771
MEM 46.125000 1569653843.9813
MEM 46.125000 1569653844.0855
MEM 46.125000 1569653844.1891
MEM 46.125000 1569653844.2935
MEM 46.125000 1569653844.3981
MEM 46.125000 1569653844.5028
MEM 46.125000 1569653844.6064
MEM 46.125000 1569653844.7101
MEM 46.125000 1569653844.8143
MEM 46.125000 1569653844.9189
MEM 46.125000 1569653845.0231
MEM 46.125000 1569653845.1277
MEM 46.125000 1569653845.2319
MEM 46.125000 1569653845.3356
MEM 46.125000 1569653845.4387
MEM 46.125000 1569653845.5424
MEM 46.125000 1569653845.6471
MEM 46.125000 1569653845.7517
MEM 46.125000 1569653845.8554
MEM 46.125000 1569653845.9590
MEM 46.125000 1569653846.0642
MEM 46.125000 1569653846.1678
MEM 46.125000 1569653846.2725
MEM 46.125000 1569653846.3777
MEM 46.125000 1569653846.4823
MEM 46.125000 1569653846.5860
MEM 46.125000 1569653846.6906
MEM 46.125000 1569653846.7943
MEM 46.125000 1569653846.8990
MEM 46.125000 1569653847.0026
MEM 46.125000 1569653847.1068
MEM 46.125000 1569653847.2109
MEM 46.125000 1569653847.3151
MEM 46.125000 1569653847.4193
MEM 46.125000 1569653847.5229
MEM 46.125000 1569653847.6271
MEM 46.125000 1569653847.7318
MEM 46.125000 1569653847.8359
MEM 46.125000 1569653847.9396
MEM 46.125000 1569653848.0437
MEM 46.125000 1569653848.1484
MEM 46.125000 1569653848.2535
MEM 46.125000 1569653848.3577
MEM 46.125000 1569653848.4619
MEM 46.125000 1569653848.5655
MEM 46.125000 1569653848.6692
MEM 46.125000 1569653848.7728
MEM 46.125000 1569653848.8765
MEM 46.125000 1569653848.9812
MEM 46.125000 1569653849.0848
MEM 46.125000 1569653849.1880
MEM 46.125000 1569653849.2922
MEM 46.125000 1569653849.3968
MEM 46.125000 1569653849.5020
MEM 46.125000 1569653849.6051
MEM 46.125000 1569653849.7088
MEM 46.125000 1569653849.8134
MEM 46.125000 1569653849.9176
MEM 46.125000 1569653850.0213
MEM 46.125000 1569653850.1250
MEM 46.125000 1569653850.2286
MEM 46.125000 1569653850.3323
MEM 46.125000 1569653850.4360
MEM 46.125000 1569653850.5401
MEM 46.125000 1569653850.6442
MEM 46.125000 1569653850.7479
MEM 46.125000 1569653850.8516
MEM 46.125000 1569653850.9553
MEM 46.125000 1569653851.0589
MEM 46.125000 1569653851.1636
MEM 46.125000 1569653851.2672
MEM 46.125000 1569653851.3709
MEM 46.125000 1569653851.4741
MEM 46.125000 1569653851.5782
MEM 46.125000 1569653851.6824
MEM 46.125000 1569653851.7860
MEM 46.125000 1569653851.8902
MEM 46.125000 1569653851.9944
MEM 46.125000 1569653852.0985
MEM 46.125000 1569653852.2027
MEM 46.125000 1569653852.3113
MEM 46.125000 1569653852.4170
MEM 46.125000 1569653852.5206
MEM 46.125000 1569653852.6248
MEM 46.125000 1569653852.7289
MEM 46.125000 1569653852.8331
MEM 46.125000 1569653852.9368
MEM 46.125000 1569653853.0414
MEM 46.125000 1569653853.1456
MEM 46.125000 1569653853.2497
MEM 46.125000 1569653853.3539
MEM 46.125000 1569653853.4571
MEM 46.125000 1569653853.5612
MEM 46.125000 1569653853.6644
MEM 46.125000 1569653853.7690
MEM 46.125000 1569653853.8727
MEM 46.125000 1569653853.9764
MEM 46.125000 1569653854.0811
MEM 46.125000 1569653854.1852
MEM 46.125000 1569653854.2889
MEM 46.125000 1569653854.3930
MEM 46.125000 1569653854.4972
MEM 46.125000 1569653854.6009
MEM 46.125000 1569653854.7050
MEM 46.125000 1569653854.8082
MEM 46.125000 1569653854.9119
MEM 46.125000 1569653855.0160
MEM 46.125000 1569653855.1197
MEM 46.125000 1569653855.2238
MEM 46.125000 1569653855.3280
MEM 46.125000 1569653855.4321
MEM 46.125000 1569653855.5363
MEM 46.125000 1569653855.6400
MEM 46.125000 1569653855.7446
MEM 46.125000 1569653855.8483
MEM 46.125000 1569653855.9520
MEM 46.125000 1569653856.0556
MEM 46.125000 1569653856.1588
MEM 46.125000 1569653856.2634
MEM 46.125000 1569653856.3676
MEM 46.125000 1569653856.4708
MEM 46.125000 1569653856.5739
MEM 46.125000 1569653856.6781
MEM 46.125000 1569653856.7827
MEM 46.125000 1569653856.8864
MEM 46.125000 1569653856.9901
MEM 46.125000 1569653857.0947
MEM 46.125000 1569653857.1989
MEM 46.125000 1569653857.3035
MEM 46.125000 1569653857.4072
MEM 46.125000 1569653857.5109
MEM 46.125000 1569653857.6145
MEM 46.125000 1569653857.7187
MEM 46.125000 1569653857.8229
MEM 46.125000 1569653857.9265
MEM 46.125000 1569653858.0317
MEM 46.125000 1569653858.1354
MEM 46.125000 1569653858.2390
MEM 46.125000 1569653858.3427
MEM 46.125000 1569653858.4468
MEM 46.125000 1569653858.5510
MEM 46.125000 1569653858.6542
MEM 46.125000 1569653858.7588
MEM 46.125000 1569653858.8640
MEM 46.125000 1569653858.9681
MEM 46.125000 1569653859.0718
MEM 46.125000 1569653859.1755
MEM 46.125000 1569653859.2806
MEM 46.125000 1569653859.3853
MEM 46.125000 1569653859.4889
MEM 46.125000 1569653859.5931
MEM 46.125000 1569653859.6977
MEM 46.125000 1569653859.8024
MEM 46.125000 1569653859.9061
MEM 46.125000 1569653860.0102
MEM 46.125000 1569653860.1149
MEM 46.125000 1569653860.2185
MEM 46.125000 1569653860.3227
MEM 46.125000 1569653860.4274
MEM 46.125000 1569653860.5320
MEM 46.125000 1569653860.6362
MEM 46.125000 1569653860.7404
MEM 46.125000 1569653860.8445
MEM 46.125000 1569653860.9491
MEM 46.125000 1569653861.0533
MEM 46.125000 1569653861.1570
MEM 46.125000 1569653861.2611
MEM 46.125000 1569653861.3653
MEM 46.125000 1569653861.4690
MEM 46.125000 1569653861.5731
MEM 46.125000 1569653861.6773
MEM 46.125000 1569653861.7819
MEM 46.125000 1569653861.8856
MEM 46.125000 1569653861.9893
MEM 46.125000 1569653862.0934
MEM 46.125000 1569653862.1981
MEM 46.125000 1569653862.3022
MEM 46.125000 1569653862.4059
MEM 46.125000 1569653862.5096
MEM 46.125000 1569653862.6142
MEM 46.125000 1569653862.7179
MEM 46.125000 1569653862.8230
MEM 46.125000 1569653862.9272
MEM 46.125000 1569653863.0319
MEM 46.125000 1569653863.1360
MEM 46.125000 1569653863.2392
MEM 46.125000 1569653863.3434
MEM 46.125000 1569653863.4475
MEM 46.125000 1569653863.5517
MEM 46.125000 1569653863.6553
MEM 46.125000 1569653863.7585
MEM 46.125000 1569653863.8627
MEM 46.125000 1569653863.9663
MEM 46.125000 1569653864.0700
MEM 46.125000 1569653864.1737
MEM 46.125000 1569653864.2783
MEM 46.125000 1569653864.3835
MEM 46.125000 1569653864.4871
MEM 46.125000 1569653864.5913
MEM 46.125000 1569653864.6949
MEM 46.125000 1569653864.7991
MEM 46.125000 1569653864.9033
MEM 46.125000 1569653865.0065
MEM 46.125000 1569653865.1101
MEM 46.125000 1569653865.2153
MEM 46.125000 1569653865.3189
MEM 46.125000 1569653865.4226
MEM 46.125000 1569653865.5262
MEM 46.125000 1569653865.6309
MEM 46.125000 1569653865.7346
MEM 46.125000 1569653865.8378
MEM 46.125000 1569653865.9419
MEM 46.125000 1569653866.0456
MEM 46.125000 1569653866.1492
MEM 46.125000 1569653866.2534
MEM 46.125000 1569653866.3565
MEM 46.125000 1569653866.4612
MEM 46.125000 1569653866.5654
MEM 46.125000 1569653866.6690
MEM 46.125000 1569653866.7727
MEM 46.125000 1569653866.8769
MEM 46.125000 1569653866.9815
MEM 46.125000 1569653867.0852
MEM 46.125000 1569653867.1883
MEM 46.125000 1569653867.2920
MEM 46.125000 1569653867.3962
MEM 46.125000 1569653867.5013
MEM 46.125000 1569653867.6060
MEM 46.125000 1569653867.7092
MEM 46.125000 1569653867.8138
MEM 46.125000 1569653867.9175
MEM 46.125000 1569653868.0221
MEM 46.125000 1569653868.1258
MEM 46.125000 1569653868.2299
MEM 46.125000 1569653868.3336
MEM 46.125000 1569653868.4373
MEM 46.125000 1569653868.5414
MEM 46.125000 1569653868.6456
MEM 46.125000 1569653868.7497
MEM 46.125000 1569653868.8534
MEM 46.125000 1569653868.9571
MEM 46.125000 1569653869.0617
MEM 46.125000 1569653869.1659
MEM 46.125000 1569653869.2695
MEM 46.125000 1569653869.3737
MEM 46.125000 1569653869.4774
MEM 46.125000 1569653869.5830
MEM 46.125000 1569653869.6872
MEM 46.125000 1569653869.7913
MEM 46.125000 1569653869.8955
MEM 46.125000 1569653870.0002
MEM 46.125000 1569653870.1043
MEM 46.125000 1569653870.2080
MEM 46.125000 1569653870.3121
MEM 46.125000 1569653870.4163
MEM 46.125000 1569653870.5200
MEM 46.125000 1569653870.6242
MEM 46.125000 1569653870.7288
MEM 46.125000 1569653870.8329
MEM 46.125000 1569653870.9366
MEM 46.125000 1569653871.0403
MEM 46.125000 1569653871.1449
MEM 46.125000 1569653871.2491
MEM 46.125000 1569653871.3533
MEM 46.125000 1569653871.4569
MEM 46.125000 1569653871.5606
MEM 46.125000 1569653871.6653
MEM 46.125000 1569653871.7684
MEM 46.125000 1569653871.8721
MEM 46.125000 1569653871.9762
MEM 46.125000 1569653872.0814
MEM 46.125000 1569653872.1846
MEM 46.125000 1569653872.2882
MEM 46.125000 1569653872.3919
MEM 46.125000 1569653872.4965
MEM 46.125000 1569653872.6002
MEM 46.125000 1569653872.7039
MEM 46.125000 1569653872.8075
MEM 46.125000 1569653872.9117
MEM 46.125000 1569653873.0153
MEM 46.125000 1569653873.1195
MEM 46.125000 1569653873.2232
MEM 46.125000 1569653873.3273
MEM 46.125000 1569653873.4315
MEM 46.125000 1569653873.5352
MEM 46.125000 1569653873.6383
MEM 46.125000 1569653873.7420
MEM 46.125000 1569653873.8461
MEM 46.125000 1569653873.9498
MEM 46.125000 1569653874.0540
MEM 46.125000 1569653874.1576
MEM 46.125000 1569653874.2623
MEM 46.125000 1569653874.3660
MEM 46.125000 1569653874.4696
MEM 46.125000 1569653874.5738
MEM 46.125000 1569653874.6779
MEM 46.125000 1569653874.7821
MEM 46.125000 1569653874.8863
MEM 46.125000 1569653874.9899
MEM 46.125000 1569653875.0936
MEM 46.125000 1569653875.1977
MEM 46.125000 1569653875.3019
MEM 46.125000 1569653875.4061
MEM 46.125000 1569653875.5097
MEM 46.125000 1569653875.6134
MEM 46.125000 1569653875.7171
MEM 46.125000 1569653875.8217
MEM 46.125000 1569653875.9254
MEM 46.125000 1569653876.0295
MEM 46.125000 1569653876.1332
MEM 46.125000 1569653876.2374
MEM 46.125000 1569653876.3410
MEM 46.125000 1569653876.4447
MEM 46.125000 1569653876.5488
MEM 46.125000 1569653876.6525
MEM 46.125000 1569653876.7567
MEM 46.125000 1569653876.8603
MEM 46.125000 1569653876.9650
MEM 46.125000 1569653877.0692
MEM 46.125000 1569653877.1728
MEM 46.125000 1569653877.2765
MEM 46.125000 1569653877.3811
MEM 46.125000 1569653877.4848
MEM 46.125000 1569653877.5885
MEM 46.125000 1569653877.6927
MEM 46.125000 1569653877.7973
MEM 46.125000 1569653877.9019
MEM 46.125000 1569653878.0056
MEM 46.125000 1569653878.1088
MEM 46.125000 1569653878.2129
MEM 46.125000 1569653878.3161
MEM 46.125000 1569653878.4203
MEM 46.125000 1569653878.5239
MEM 46.125000 1569653878.6281
MEM 46.125000 1569653878.7317
MEM 46.125000 1569653878.8359
MEM 46.125000 1569653878.9391
MEM 46.125000 1569653879.0427
MEM 46.125000 1569653879.1469
MEM 46.125000 1569653879.2506
MEM 46.125000 1569653879.3547
MEM 46.125000 1569653879.4584
MEM 46.125000 1569653879.5626
MEM 46.125000 1569653879.6667
MEM 46.125000 1569653879.7699
MEM 46.125000 1569653879.8746
MEM 46.125000 1569653879.9782
MEM 46.125000 1569653880.0828
MEM 46.125000 1569653880.1860
MEM 46.125000 1569653880.2897
MEM 46.125000 1569653880.3934
MEM 46.125000 1569653880.4980
MEM 46.125000 1569653880.6017
MEM 46.125000 1569653880.7053
MEM 46.125000 1569653880.8085
MEM 46.125000 1569653880.9122
MEM 46.125000 1569653881.0168
MEM 46.125000 1569653881.1210
MEM 46.125000 1569653881.2246
MEM 46.125000 1569653881.3283
MEM 46.125000 1569653881.4330
MEM 46.125000 1569653881.5366
MEM 46.125000 1569653881.6398
MEM 46.125000 1569653881.7445
MEM 46.125000 1569653881.8491
MEM 46.125000 1569653881.9528
MEM 46.125000 1569653882.0559
MEM 46.125000 1569653882.1596
MEM 46.125000 1569653882.2643
MEM 46.125000 1569653882.3684
MEM 46.125000 1569653882.4721
MEM 46.125000 1569653882.5757
MEM 46.125000 1569653882.6799
MEM 46.125000 1569653882.7836
MEM 46.125000 1569653882.8877
MEM 46.125000 1569653882.9914
MEM 46.125000 1569653883.0951
MEM 46.125000 1569653883.1997
MEM 46.125000 1569653883.3039
MEM 46.125000 1569653883.4080
MEM 46.125000 1569653883.5122
MEM 46.125000 1569653883.6164
MEM 46.125000 1569653883.7205
MEM 46.125000 1569653883.8242
MEM 46.125000 1569653883.9278
MEM 46.125000 1569653884.0320
MEM 46.125000 1569653884.1352
MEM 46.125000 1569653884.2388
MEM 46.125000 1569653884.3430
MEM 46.125000 1569653884.4472
MEM 46.089844 1569653884.5508
MEM 46.089844 1569653884.6545
MEM 46.089844 1569653884.7582
MEM 46.089844 1569653884.8623
MEM 46.089844 1569653884.9665
MEM 46.089844 1569653885.0702
MEM 46.089844 1569653885.1738
MEM 46.089844 1569653885.2780
MEM 46.089844 1569653885.3831
MEM 46.089844 1569653885.4873
MEM 46.089844 1569653885.5909
MEM 46.089844 1569653885.6946
MEM 46.089844 1569653885.7988
MEM 46.089844 1569653885.9034
MEM 46.089844 1569653886.0071
MEM 46.089844 1569653886.1102
MEM 46.089844 1569653886.2149
MEM 46.089844 1569653886.3186
MEM 46.089844 1569653886.4227
MEM 46.089844 1569653886.5269
MEM 46.089844 1569653886.6315
MEM 46.089844 1569653886.7352
MEM 46.089844 1569653886.8389
MEM 46.089844 1569653886.9426
MEM 46.089844 1569653887.0472
MEM 46.089844 1569653887.1514
MEM 46.089844 1569653887.2550
MEM 46.089844 1569653887.3582
MEM 46.089844 1569653887.4623
MEM 46.089844 1569653887.5665
MEM 46.089844 1569653887.6707
MEM 46.089844 1569653887.7744
MEM 46.089844 1569653887.8785
MEM 46.089844 1569653887.9831
MEM 46.089844 1569653888.0868
MEM 46.089844 1569653888.1905
MEM 46.089844 1569653888.2942
MEM 46.089844 1569653888.3988
MEM 46.089844 1569653888.5045
MEM 46.089844 1569653888.6081
MEM 46.089844 1569653888.7123
MEM 46.089844 1569653888.8169
MEM 46.089844 1569653888.9211
MEM 46.089844 1569653889.0252
MEM 46.089844 1569653889.1289
MEM 46.089844 1569653889.2331
MEM 46.089844 1569653889.3372
MEM 46.089844 1569653889.4409
MEM 46.089844 1569653889.5450
MEM 46.089844 1569653889.6492
MEM 46.089844 1569653889.7534
MEM 46.089844 1569653889.8570
MEM 46.089844 1569653889.9607
MEM 46.089844 1569653890.0653
MEM 46.089844 1569653890.1695
MEM 46.089844 1569653890.2732
MEM 46.089844 1569653890.3769
MEM 46.089844 1569653890.4815
MEM 46.089844 1569653890.5852
MEM 46.089844 1569653890.6888
MEM 46.089844 1569653890.7925
MEM 46.089844 1569653890.8971
MEM 46.089844 1569653891.0023
MEM 46.089844 1569653891.1060
MEM 46.089844 1569653891.2096
MEM 46.089844 1569653891.3148
MEM 46.089844 1569653891.4185
MEM 46.089844 1569653891.5221
MEM 46.089844 1569653891.6258
MEM 46.089844 1569653891.7304
MEM 46.089844 1569653891.8341
MEM 46.089844 1569653891.9378
MEM 46.089844 1569653892.0414
MEM 46.089844 1569653892.1456
MEM 46.089844 1569653892.2507
MEM 46.089844 1569653892.3544
MEM 46.089844 1569653892.4581
MEM 46.089844 1569653892.5622
MEM 46.089844 1569653892.6659
MEM 46.089844 1569653892.7701
MEM 46.089844 1569653892.8732
MEM 46.089844 1569653892.9769
MEM 46.089844 1569653893.0815
MEM 46.089844 1569653893.1847
MEM 46.089844 1569653893.2884
MEM 46.089844 1569653893.3925
MEM 46.089844 1569653893.4962
MEM 46.089844 1569653893.6008
MEM 46.089844 1569653893.7045
MEM 46.089844 1569653893.8082
MEM 46.089844 1569653893.9123
MEM 46.089844 1569653894.0165
MEM 46.089844 1569653894.1206
MEM 46.089844 1569653894.2248
MEM 46.089844 1569653894.3290
MEM 46.089844 1569653894.4331
MEM 46.089844 1569653894.5373
MEM 46.089844 1569653894.6414
MEM 46.089844 1569653894.7451
MEM 46.089844 1569653894.8508
MEM 46.089844 1569653894.9544
MEM 46.089844 1569653895.0576
MEM 46.089844 1569653895.1613
MEM 46.089844 1569653895.2654
MEM 46.089844 1569653895.3686
MEM 46.089844 1569653895.4728
MEM 46.089844 1569653895.5764
MEM 46.089844 1569653895.6811
MEM 46.089844 1569653895.7842
MEM 46.089844 1569653895.8879
MEM 46.089844 1569653895.9911
MEM 46.089844 1569653896.0952
MEM 46.089844 1569653896.1999
MEM 46.089844 1569653896.3045
MEM 46.089844 1569653896.4087
MEM 46.089844 1569653896.5129
MEM 46.089844 1569653896.6170
MEM 46.089844 1569653896.7212
MEM 46.089844 1569653896.8249
MEM 46.089844 1569653896.9285
MEM 46.089844 1569653897.0332
MEM 46.089844 1569653897.1368
MEM 46.089844 1569653897.2405
MEM 46.089844 1569653897.3446
MEM 46.089844 1569653897.4488
MEM 46.089844 1569653897.5530
MEM 46.089844 1569653897.6561
MEM 46.089844 1569653897.7598
MEM 46.089844 1569653897.8650
MEM 46.089844 1569653897.9691
MEM 46.089844 1569653898.0728
MEM 46.089844 1569653898.1764
MEM 46.089844 1569653898.2806
MEM 46.089844 1569653898.3848
MEM 46.089844 1569653898.4884
MEM 46.089844 1569653898.5921
MEM 46.089844 1569653898.6958
MEM 46.089844 1569653898.7999
MEM 46.089844 1569653898.9041
MEM 46.089844 1569653899.0087
MEM 46.089844 1569653899.1134
MEM 46.089844 1569653899.2175
MEM 46.089844 1569653899.3217
MEM 46.089844 1569653899.4259
MEM 46.089844 1569653899.5305
MEM 46.089844 1569653899.6342
MEM 46.089844 1569653899.7374
MEM 46.089844 1569653899.8415
MEM 46.089844 1569653899.9452
MEM 46.089844 1569653900.0493
MEM 46.089844 1569653900.1535
MEM 46.089844 1569653900.2577
MEM 46.089844 1569653900.3618
MEM 46.089844 1569653900.4675
MEM 46.089844 1569653900.5711
MEM 46.089844 1569653900.6743
MEM 46.089844 1569653900.7775
MEM 46.089844 1569653900.8821
MEM 46.089844 1569653900.9858
MEM 46.089844 1569653901.0900
MEM 46.089844 1569653901.1941
MEM 46.089844 1569653901.2988
MEM 46.089844 1569653901.4034
MEM 46.089844 1569653901.5071
MEM 46.089844 1569653901.6103
MEM 46.089844 1569653901.7149
MEM 46.089844 1569653901.8186
MEM 46.089844 1569653901.9227
MEM 46.089844 1569653902.0259
MEM 46.089844 1569653902.1301
MEM 46.089844 1569653902.2342
MEM 46.089844 1569653902.3379
MEM 46.089844 1569653902.4416
MEM 46.089844 1569653902.5447
MEM 46.089844 1569653902.6494
MEM 46.089844 1569653902.7530
MEM 46.089844 1569653902.8572
MEM 46.089844 1569653902.9614
MEM 46.089844 1569653903.0660
MEM 46.089844 1569653903.1702
MEM 46.089844 1569653903.2743
MEM 46.089844 1569653903.3780
MEM 46.089844 1569653903.4826
MEM 46.089844 1569653903.5863
MEM 46.089844 1569653903.6905
MEM 46.089844 1569653903.7947
MEM 46.089844 1569653903.8988
MEM 46.089844 1569653904.0035
MEM 46.089844 1569653904.1116
MEM 46.089844 1569653904.2158
MEM 46.089844 1569653904.3199
MEM 46.089844 1569653904.4246
MEM 46.089844 1569653904.5282
MEM 46.089844 1569653904.6319
MEM 46.089844 1569653904.7360
MEM 46.089844 1569653904.8402
MEM 46.089844 1569653904.9444
MEM 46.089844 1569653905.0480
MEM 46.089844 1569653905.1517
MEM 46.089844 1569653905.2554
MEM 46.089844 1569653905.3595
MEM 46.089844 1569653905.4647
MEM 46.089844 1569653905.5683
MEM 46.089844 1569653905.6720
MEM 46.089844 1569653905.7757
MEM 46.089844 1569653905.8793
MEM 46.089844 1569653905.9835
MEM 46.089844 1569653906.0876
MEM 46.089844 1569653906.1913
MEM 46.089844 1569653906.2945
MEM 46.089844 1569653906.3992
MEM 46.089844 1569653906.5038
MEM 46.089844 1569653906.6089
MEM 46.089844 1569653906.7136
MEM 46.089844 1569653906.8178
MEM 46.089844 1569653906.9214
MEM 46.089844 1569653907.0246
MEM 46.089844 1569653907.1278
MEM 46.089844 1569653907.2324
MEM 46.089844 1569653907.3361
MEM 46.089844 1569653907.4393
MEM 46.089844 1569653907.5434
MEM 46.089844 1569653907.6476
MEM 46.089844 1569653907.7522
MEM 46.089844 1569653907.8564
MEM 46.089844 1569653907.9595
MEM 46.089844 1569653908.0642
MEM 46.089844 1569653908.1679
MEM 46.089844 1569653908.2710
MEM 46.089844 1569653908.3747
MEM 46.089844 1569653908.4789
MEM 46.089844 1569653908.5840
MEM 46.089844 1569653908.6877
MEM 46.089844 1569653908.7908
MEM 46.089844 1569653908.8945
MEM 46.089844 1569653908.9987
MEM 46.089844 1569653909.1033
MEM 46.089844 1569653909.2075
MEM 46.089844 1569653909.3116
MEM 46.089844 1569653909.4163
MEM 46.089844 1569653909.5200
MEM 46.089844 1569653909.6242
MEM 46.089844 1569653909.7283
MEM 46.089844 1569653909.8329
MEM 46.089844 1569653909.9366
MEM 46.089844 1569653910.0403
MEM 46.089844 1569653910.1439
MEM 46.089844 1569653910.2491
MEM 46.089844 1569653910.3532
MEM 46.089844 1569653910.4569
MEM 46.089844 1569653910.5611
MEM 46.089844 1569653910.6652
MEM 46.089844 1569653910.7689
MEM 46.089844 1569653910.8731
MEM 46.089844 1569653910.9772
MEM 46.089844 1569653911.0819
MEM 46.089844 1569653911.1860
MEM 46.089844 1569653911.2892
MEM 46.089844 1569653911.3934
MEM 46.089844 1569653911.4975
MEM 46.089844 1569653911.6022
MEM 46.089844 1569653911.7063
MEM 46.089844 1569653911.8105
MEM 46.089844 1569653911.9142
MEM 46.089844 1569653912.0183
MEM 46.089844 1569653912.1225
MEM 46.089844 1569653912.2262
MEM 46.089844 1569653912.3308
MEM 46.089844 1569653912.4345
MEM 46.089844 1569653912.5381
MEM 46.089844 1569653912.6418
MEM 46.089844 1569653912.7450
MEM 46.089844 1569653912.8491
MEM 46.089844 1569653912.9528
MEM 46.089844 1569653913.0565
MEM 46.089844 1569653913.1606
MEM 46.089844 1569653913.2648
MEM 46.089844 1569653913.3689
MEM 46.089844 1569653913.4726
MEM 46.089844 1569653913.5763
MEM 46.089844 1569653913.6814
MEM 46.089844 1569653913.7856
MEM 46.089844 1569653913.8892
MEM 46.089844 1569653913.9929
MEM 46.089844 1569653914.0971
MEM 46.089844 1569653914.2017
MEM 46.089844 1569653914.3059
MEM 46.089844 1569653914.4090
MEM 46.089844 1569653914.5137
MEM 46.089844 1569653914.6179
MEM 46.089844 1569653914.7235
MEM 46.089844 1569653914.8267
MEM 46.089844 1569653914.9308
MEM 46.089844 1569653915.0345
MEM 46.089844 1569653915.1382
MEM 46.089844 1569653915.2423
MEM 46.089844 1569653915.3465
MEM 46.089844 1569653915.4501
MEM 46.089844 1569653915.5538
MEM 46.089844 1569653915.6580
MEM 46.089844 1569653915.7616
MEM 46.089844 1569653915.8658
MEM 46.089844 1569653915.9695
MEM 46.089844 1569653916.0731
MEM 46.089844 1569653916.1773
MEM 46.089844 1569653916.2834
MEM 46.089844 1569653916.3871
MEM 46.089844 1569653916.4913
MEM 46.089844 1569653916.5954
MEM 46.089844 1569653916.6996
MEM 46.089844 1569653916.8037
MEM 46.089844 1569653916.9074
MEM 46.089844 1569653917.0116
MEM 46.089844 1569653917.1157
MEM 46.089844 1569653917.2194
MEM 46.089844 1569653917.3236
MEM 46.089844 1569653917.4267
MEM 46.089844 1569653917.5304
MEM 46.089844 1569653917.6345
MEM 46.089844 1569653917.7382
MEM 46.089844 1569653917.8424
MEM 46.089844 1569653917.9460
MEM 46.089844 1569653918.0507
MEM 46.089844 1569653918.1563
MEM 46.089844 1569653918.2595
MEM 46.089844 1569653918.3641
MEM 46.089844 1569653918.4678
MEM 46.089844 1569653918.5720
MEM 46.089844 1569653918.6756
MEM 46.089844 1569653918.7798
MEM 46.089844 1569653918.8845
MEM 46.089844 1569653918.9881
MEM 46.089844 1569653919.0928
MEM 46.089844 1569653919.1969
MEM 46.089844 1569653919.3016
MEM 46.089844 1569653919.4053
MEM 46.089844 1569653919.5084
MEM 46.089844 1569653919.6121
MEM 46.089844 1569653919.7172
MEM 46.089844 1569653919.8216
MEM 46.089844 1569653919.9258
MEM 46.089844 1569653920.0294
MEM 46.089844 1569653920.1336
MEM 46.089844 1569653920.2373
MEM 46.089844 1569653920.3414
MEM 46.089844 1569653920.4446
MEM 46.089844 1569653920.5497
MEM 46.089844 1569653920.6534
MEM 46.089844 1569653920.7571
MEM 46.089844 1569653920.8612
MEM 46.089844 1569653920.9654
MEM 46.089844 1569653921.0685
MEM 46.089844 1569653921.1727
MEM 46.089844 1569653921.2759
